state,page_title,url,article_revid
Alabama,"Bayou La Batre, Alabama","https://en.wikipedia.org/wiki/Bayou_La_Batre,_Alabama",1177999052
Alabama,"Bear Creek, Alabama","https://en.wikipedia.org/wiki/Bear_Creek,_Alabama",1166015184
Alabama,"Beatrice, Alabama","https://en.wikipedia.org/wiki/Beatrice,_Alabama",1166015214
Alabama,"Beaverton, Alabama","https://en.wikipedia.org/wiki/Beaverton,_Alabama",1166015251
Alabama,"Belk, Alabama","https://en.wikipedia.org/wiki/Belk,_Alabama",1166015313
Alabama,"Benton, Alabama","https://en.wikipedia.org/wiki/Benton,_Alabama",1166015434
Alabama,"Berlin, Alabama","https://en.wikipedia.org/wiki/Berlin,_Alabama",1166015476
Alabama,"Berry, Alabama","https://en.wikipedia.org/wiki/Berry,_Alabama",1166015515
Alabama,"Bessemer, Alabama","https://en.wikipedia.org/wiki/Bessemer,_Alabama",1178999596
Alabama,"Billingsley, Alabama","https://en.wikipedia.org/wiki/Billingsley,_Alabama",1166015695
Alabama,"Birmingham, Alabama","https://en.wikipedia.org/wiki/Birmingham,_Alabama",1179414429
Alabama,"Black, Alabama","https://en.wikipedia.org/wiki/Black,_Alabama",1166015772
Alabama,"Blountsville, Alabama","https://en.wikipedia.org/wiki/Blountsville,_Alabama",1105978061
Alabama,"Blue Springs, Alabama","https://en.wikipedia.org/wiki/Blue_Springs,_Alabama",1166015902
Alabama,"Boaz, Alabama","https://en.wikipedia.org/wiki/Boaz,_Alabama",1177138566
Alabama,"Boligee, Alabama","https://en.wikipedia.org/wiki/Boligee,_Alabama",1166015957
Alabama,"Bon Air, Alabama","https://en.wikipedia.org/wiki/Bon_Air,_Alabama",1166015981
Alabama,"Brantley, Alabama","https://en.wikipedia.org/wiki/Brantley,_Alabama",1165814013
Alabama,"Brent, Alabama","https://en.wikipedia.org/wiki/Brent,_Alabama",1172245542
Alabama,"Brewton, Alabama","https://en.wikipedia.org/wiki/Brewton,_Alabama",1162427481
Alabama,"Bridgeport, Alabama","https://en.wikipedia.org/wiki/Bridgeport,_Alabama",1165537046
Alabama,"Brighton, Alabama","https://en.wikipedia.org/wiki/Brighton,_Alabama",1177621572
Alabama,"Brilliant, Alabama","https://en.wikipedia.org/wiki/Brilliant,_Alabama",1166016323
Alabama,"Brookside, Alabama","https://en.wikipedia.org/wiki/Brookside,_Alabama",1170769013
Alabama,"Brookwood, Alabama","https://en.wikipedia.org/wiki/Brookwood,_Alabama",1178216914
Alabama,"Brundidge, Alabama","https://en.wikipedia.org/wiki/Brundidge,_Alabama",1165537457
Alabama,"Butler, Alabama","https://en.wikipedia.org/wiki/Butler,_Alabama",1144752979
Alabama,"Calera, Alabama","https://en.wikipedia.org/wiki/Calera,_Alabama",1165537934
Alabama,"Camden, Alabama","https://en.wikipedia.org/wiki/Camden,_Alabama",1176316224
Alabama,"Camp Hill, Alabama","https://en.wikipedia.org/wiki/Camp_Hill,_Alabama",1166017104
Alabama,"Carbon Hill, Alabama","https://en.wikipedia.org/wiki/Carbon_Hill,_Alabama",1175376595
Alabama,"Cardiff, Alabama","https://en.wikipedia.org/wiki/Cardiff,_Alabama",1166017260
Alabama,"Carolina, Alabama","https://en.wikipedia.org/wiki/Carolina,_Alabama",1166017310
Alabama,"Carrollton, Alabama","https://en.wikipedia.org/wiki/Carrollton,_Alabama",1096812581
Alabama,"Castleberry, Alabama","https://en.wikipedia.org/wiki/Castleberry,_Alabama",1166017442
Alabama,"Cedar Bluff, Alabama","https://en.wikipedia.org/wiki/Cedar_Bluff,_Alabama",1177836881
Alabama,"Center Point, Alabama","https://en.wikipedia.org/wiki/Center_Point,_Alabama",1174837569
Alabama,"Centre, Alabama","https://en.wikipedia.org/wiki/Centre,_Alabama",1164314017
Alabama,"Centreville, Alabama","https://en.wikipedia.org/wiki/Centreville,_Alabama",1172134285
Alabama,"Chatom, Alabama","https://en.wikipedia.org/wiki/Chatom,_Alabama",1159488446
Alabama,"Chelsea, Alabama","https://en.wikipedia.org/wiki/Chelsea,_Alabama",1165539092
Alabama,"Cherokee, Alabama","https://en.wikipedia.org/wiki/Cherokee,_Alabama",1166017755
Alabama,"Chickasaw, Alabama","https://en.wikipedia.org/wiki/Chickasaw,_Alabama",1165539195
Alabama,"Childersburg, Alabama","https://en.wikipedia.org/wiki/Childersburg,_Alabama",1165539227
Alabama,"Citronelle, Alabama","https://en.wikipedia.org/wiki/Citronelle,_Alabama",1165539457
Alabama,"Clanton, Alabama","https://en.wikipedia.org/wiki/Clanton,_Alabama",1158612343
Alabama,"Clay, Alabama","https://en.wikipedia.org/wiki/Clay,_Alabama",1177621993
Alabama,"Clayhatchee, Alabama","https://en.wikipedia.org/wiki/Clayhatchee,_Alabama",1166018079
Alabama,"Clayton, Alabama","https://en.wikipedia.org/wiki/Clayton,_Alabama",1155236230
Alabama,"Cleveland, Alabama","https://en.wikipedia.org/wiki/Cleveland,_Alabama",1168466910
Alabama,"Clio, Alabama","https://en.wikipedia.org/wiki/Clio,_Alabama",1165644511
Alabama,"Coaling, Alabama","https://en.wikipedia.org/wiki/Coaling,_Alabama",1166018304
Alabama,"Coffee Springs, Alabama","https://en.wikipedia.org/wiki/Coffee_Springs,_Alabama",1166018326
Alabama,"Coffeeville, Alabama","https://en.wikipedia.org/wiki/Coffeeville,_Alabama",1166029689
Alabama,"Coker, Alabama","https://en.wikipedia.org/wiki/Coker,_Alabama",1166018360
Alabama,"Collinsville, Alabama","https://en.wikipedia.org/wiki/Collinsville,_Alabama",1177947751
Alabama,"Colony, Alabama","https://en.wikipedia.org/wiki/Colony,_Alabama",1166018463
Alabama,"Columbia, Alabama","https://en.wikipedia.org/wiki/Columbia,_Alabama",1166018475
Alabama,"Columbiana, Alabama","https://en.wikipedia.org/wiki/Columbiana,_Alabama",1151357569
Alabama,"Coosada, Alabama","https://en.wikipedia.org/wiki/Coosada,_Alabama",1172561590
Alabama,"Cordova, Alabama","https://en.wikipedia.org/wiki/Cordova,_Alabama",1165645181
Alabama,"Cottonwood, Alabama","https://en.wikipedia.org/wiki/Cottonwood,_Alabama",1096812941
Alabama,"County Line, Alabama","https://en.wikipedia.org/wiki/County_Line,_Alabama",1166018950
Alabama,"Courtland, Alabama","https://en.wikipedia.org/wiki/Courtland,_Alabama",1157580326
Alabama,"Cowarts, Alabama","https://en.wikipedia.org/wiki/Cowarts,_Alabama",1166019003
Alabama,"Creola, Alabama","https://en.wikipedia.org/wiki/Creola,_Alabama",1139764613
Alabama,"Crossville, Alabama","https://en.wikipedia.org/wiki/Crossville,_Alabama",1166066155
Alabama,"Cuba, Alabama","https://en.wikipedia.org/wiki/Cuba,_Alabama",1175879685
Alabama,"Cullman, Alabama","https://en.wikipedia.org/wiki/Cullman,_Alabama",1179901410
Alabama,"Cusseta, Alabama","https://en.wikipedia.org/wiki/Cusseta,_Alabama",1172824345
Alabama,"Dadeville, Alabama","https://en.wikipedia.org/wiki/Dadeville,_Alabama",1158607851
Alabama,"Daleville, Alabama","https://en.wikipedia.org/wiki/Daleville,_Alabama",1154496305
Alabama,"Daphne, Alabama","https://en.wikipedia.org/wiki/Daphne,_Alabama",1165646156
Alabama,"Dauphin Island, Alabama","https://en.wikipedia.org/wiki/Dauphin_Island,_Alabama",1174226588
Alabama,"Daviston, Alabama","https://en.wikipedia.org/wiki/Daviston,_Alabama",1166066473
Alabama,"Dayton, Alabama","https://en.wikipedia.org/wiki/Dayton,_Alabama",1166066487
Alabama,"Deatsville, Alabama","https://en.wikipedia.org/wiki/Deatsville,_Alabama",1166066515
Alabama,"Decatur, Alabama","https://en.wikipedia.org/wiki/Decatur,_Alabama",1178063438
Alabama,"Demopolis, Alabama","https://en.wikipedia.org/wiki/Demopolis,_Alabama",1161394946
Alabama,"Detroit, Alabama","https://en.wikipedia.org/wiki/Detroit,_Alabama",1166066756
Alabama,"Dodge City, Alabama","https://en.wikipedia.org/wiki/Dodge_City,_Alabama",1166066982
Alabama,"Dora, Alabama","https://en.wikipedia.org/wiki/Dora,_Alabama",1165647022
Alabama,"Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama",1179231968
Alabama,"Double Springs, Alabama","https://en.wikipedia.org/wiki/Double_Springs,_Alabama",1159024876
Alabama,"Douglas, Alabama","https://en.wikipedia.org/wiki/Douglas,_Alabama",1166067023
Alabama,"Dozier, Alabama","https://en.wikipedia.org/wiki/Dozier,_Alabama",1096813187
Alabama,"Dutton, Alabama","https://en.wikipedia.org/wiki/Dutton,_Alabama",1166067175
Alabama,"East Brewton, Alabama","https://en.wikipedia.org/wiki/East_Brewton,_Alabama",1165647609
Alabama,"Eclectic, Alabama","https://en.wikipedia.org/wiki/Eclectic,_Alabama",1145048302
Alabama,"Edwardsville, Alabama","https://en.wikipedia.org/wiki/Edwardsville,_Alabama",1166067508
Alabama,"Elba, Alabama","https://en.wikipedia.org/wiki/Elba,_Alabama",1163400900
Alabama,"Elberta, Alabama","https://en.wikipedia.org/wiki/Elberta,_Alabama",1175895043
Alabama,"Eldridge, Alabama","https://en.wikipedia.org/wiki/Eldridge,_Alabama",1178177223
Alabama,"Elkmont, Alabama","https://en.wikipedia.org/wiki/Elkmont,_Alabama",1176555126
Alabama,"Elmore, Alabama","https://en.wikipedia.org/wiki/Elmore,_Alabama",1166067658
Alabama,"Emelle, Alabama","https://en.wikipedia.org/wiki/Emelle,_Alabama",1158753175
Alabama,"Enterprise, Alabama","https://en.wikipedia.org/wiki/Enterprise,_Alabama",1160273773
Alabama,"Epes, Alabama","https://en.wikipedia.org/wiki/Epes,_Alabama",1166067751
Alabama,"Ethelsville, Alabama","https://en.wikipedia.org/wiki/Ethelsville,_Alabama",1166067848
Alabama,"Eufaula, Alabama","https://en.wikipedia.org/wiki/Eufaula,_Alabama",1160493671
Alabama,"Eutaw, Alabama","https://en.wikipedia.org/wiki/Eutaw,_Alabama",1158611853
Alabama,"Eva, Alabama","https://en.wikipedia.org/wiki/Eva,_Alabama",1166067877
Alabama,"Evergreen, Conecuh County, Alabama","https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama",1158611789
Alabama,"Excel, Alabama","https://en.wikipedia.org/wiki/Excel,_Alabama",1166067942
Alabama,"Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama",1177239572
Alabama,"Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama",1173963070
Alabama,"Fairview, Alabama","https://en.wikipedia.org/wiki/Fairview,_Alabama",1166068021
Alabama,"Falkville, Alabama","https://en.wikipedia.org/wiki/Falkville,_Alabama",1166068054
Alabama,"Faunsdale, Alabama","https://en.wikipedia.org/wiki/Faunsdale,_Alabama",1167428050
Alabama,"Fayette, Alabama","https://en.wikipedia.org/wiki/Fayette,_Alabama",1142947111
Alabama,"Five Points, Alabama","https://en.wikipedia.org/wiki/Five_Points,_Alabama",1166068289
Alabama,"Flomaton, Alabama","https://en.wikipedia.org/wiki/Flomaton,_Alabama",1166244039
Alabama,"Florala, Alabama","https://en.wikipedia.org/wiki/Florala,_Alabama",1166068321
Alabama,"Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama",1178304592
Alabama,"Foley, Alabama","https://en.wikipedia.org/wiki/Foley,_Alabama",1166414056
Alabama,"Forkland, Alabama","https://en.wikipedia.org/wiki/Forkland,_Alabama",1166068466
Alabama,"Fort Deposit, Alabama","https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama",1177020476
Alabama,"Fort Payne, Alabama","https://en.wikipedia.org/wiki/Fort_Payne,_Alabama",1172551841
Alabama,"Franklin, Alabama","https://en.wikipedia.org/wiki/Franklin,_Alabama",1166068620
Alabama,"Frisco City, Alabama","https://en.wikipedia.org/wiki/Frisco_City,_Alabama",1166068863
Alabama,"Fruithurst, Alabama","https://en.wikipedia.org/wiki/Fruithurst,_Alabama",1166068877
Alabama,"Fulton, Alabama","https://en.wikipedia.org/wiki/Fulton,_Alabama",1166068885
Alabama,"Fultondale, Alabama","https://en.wikipedia.org/wiki/Fultondale,_Alabama",1165840932
Alabama,"Fyffe, Alabama","https://en.wikipedia.org/wiki/Fyffe,_Alabama",1160192215
Alabama,"Gadsden, Alabama","https://en.wikipedia.org/wiki/Gadsden,_Alabama",1177146243
Alabama,"Gainesville, Alabama","https://en.wikipedia.org/wiki/Gainesville,_Alabama",1166068936
Alabama,"Gantt, Alabama","https://en.wikipedia.org/wiki/Gantt,_Alabama",1166068957
Alabama,"Garden City, Alabama","https://en.wikipedia.org/wiki/Garden_City,_Alabama",1166068968
Alabama,"Gardendale, Alabama","https://en.wikipedia.org/wiki/Gardendale,_Alabama",1175530987
Alabama,"Gaylesville, Alabama","https://en.wikipedia.org/wiki/Gaylesville,_Alabama",1166069113
Alabama,"Geiger, Alabama","https://en.wikipedia.org/wiki/Geiger,_Alabama",1166069121
Alabama,"Geneva, Alabama","https://en.wikipedia.org/wiki/Geneva,_Alabama",1179698088
Alabama,"Georgiana, Alabama","https://en.wikipedia.org/wiki/Georgiana,_Alabama",1178540000
Alabama,"Geraldine, Alabama","https://en.wikipedia.org/wiki/Geraldine,_Alabama",1166069211
Alabama,"Gilbertown, Alabama","https://en.wikipedia.org/wiki/Gilbertown,_Alabama",1166069407
Alabama,"Glen Allen, Alabama","https://en.wikipedia.org/wiki/Glen_Allen,_Alabama",1166069457
Alabama,"Glencoe, Alabama","https://en.wikipedia.org/wiki/Glencoe,_Alabama",1165748058
Alabama,"Glenwood, Alabama","https://en.wikipedia.org/wiki/Glenwood,_Alabama",1096814086
Alabama,"Goldville, Alabama","https://en.wikipedia.org/wiki/Goldville,_Alabama",1177535939
Alabama,"Good Hope, Alabama","https://en.wikipedia.org/wiki/Good_Hope,_Alabama",1165748200
Alabama,"Goodwater, Alabama","https://en.wikipedia.org/wiki/Goodwater,_Alabama",1166069571
Alabama,"Gordo, Alabama","https://en.wikipedia.org/wiki/Gordo,_Alabama",1176908359
Alabama,"Gordon, Alabama","https://en.wikipedia.org/wiki/Gordon,_Alabama",1166069580
Alabama,"Gordonville, Alabama","https://en.wikipedia.org/wiki/Gordonville,_Alabama",1166069594
Alabama,"Goshen, Alabama","https://en.wikipedia.org/wiki/Goshen,_Alabama",1166069601
Alabama,"Grant, Alabama","https://en.wikipedia.org/wiki/Grant,_Alabama",1166069728
Alabama,"Graysville, Alabama","https://en.wikipedia.org/wiki/Graysville,_Alabama",1177622200
Alabama,"Greensboro, Alabama","https://en.wikipedia.org/wiki/Greensboro,_Alabama",1172134373
Alabama,"Greenville, Alabama","https://en.wikipedia.org/wiki/Greenville,_Alabama",1171417115
Alabama,"Grimes, Alabama","https://en.wikipedia.org/wiki/Grimes,_Alabama",1166180119
Alabama,"Grove Hill, Alabama","https://en.wikipedia.org/wiki/Grove_Hill,_Alabama",1144754911
Alabama,"Guin, Alabama","https://en.wikipedia.org/wiki/Guin,_Alabama",1173001379
Alabama,"Gulf Shores, Alabama","https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama",1174473447
Alabama,"Guntersville, Alabama","https://en.wikipedia.org/wiki/Guntersville,_Alabama",1169878221
Alabama,"Gurley, Alabama","https://en.wikipedia.org/wiki/Gurley,_Alabama",1173078483
Alabama,"Gu-Win, Alabama","https://en.wikipedia.org/wiki/Gu-Win,_Alabama",1175521277
Alabama,"Hackleburg, Alabama","https://en.wikipedia.org/wiki/Hackleburg,_Alabama",1167581471
Alabama,"Haleburg, Alabama","https://en.wikipedia.org/wiki/Haleburg,_Alabama",1166180281
Alabama,"Haleyville, Alabama","https://en.wikipedia.org/wiki/Haleyville,_Alabama",1168590141
Alabama,"Hamilton, Alabama","https://en.wikipedia.org/wiki/Hamilton,_Alabama",1170634832
Alabama,"Hammondville, Alabama","https://en.wikipedia.org/wiki/Hammondville,_Alabama",1166180369
Alabama,"Hanceville, Alabama","https://en.wikipedia.org/wiki/Hanceville,_Alabama",1169612470
Alabama,"Harpersville, Alabama","https://en.wikipedia.org/wiki/Harpersville,_Alabama",1177953234
Alabama,"Hartford, Alabama","https://en.wikipedia.org/wiki/Hartford,_Alabama",1165749307
Alabama,"Hartselle, Alabama","https://en.wikipedia.org/wiki/Hartselle,_Alabama",1165749341
Alabama,"Hayden, Alabama","https://en.wikipedia.org/wiki/Hayden,_Alabama",1166180747
Alabama,"Hayneville, Alabama","https://en.wikipedia.org/wiki/Hayneville,_Alabama",1166180764
Alabama,"Headland, Alabama","https://en.wikipedia.org/wiki/Headland,_Alabama",1168369252
Alabama,"Heath, Alabama","https://en.wikipedia.org/wiki/Heath,_Alabama",1166180800
Alabama,"Heflin, Alabama","https://en.wikipedia.org/wiki/Heflin,_Alabama",1176321971
Alabama,"Helena, Alabama","https://en.wikipedia.org/wiki/Helena,_Alabama",1177702091
Alabama,"Henagar, Alabama","https://en.wikipedia.org/wiki/Henagar,_Alabama",1165749718
Alabama,"Highland Lake, Alabama","https://en.wikipedia.org/wiki/Highland_Lake,_Alabama",1166180993
Alabama,"Hillsboro, Alabama","https://en.wikipedia.org/wiki/Hillsboro,_Alabama",1166181055
Alabama,"Hobson City, Alabama","https://en.wikipedia.org/wiki/Hobson_City,_Alabama",1166181157
Alabama,"Hodges, Alabama","https://en.wikipedia.org/wiki/Hodges,_Alabama",1166181162
Alabama,"Hokes Bluff, Alabama","https://en.wikipedia.org/wiki/Hokes_Bluff,_Alabama",1165750177
Alabama,"Holly Pond, Alabama","https://en.wikipedia.org/wiki/Holly_Pond,_Alabama",1166181271
Alabama,"Hollywood, Alabama","https://en.wikipedia.org/wiki/Hollywood,_Alabama",1166181286
Alabama,"Homewood, Alabama","https://en.wikipedia.org/wiki/Homewood,_Alabama",1177622299
Alabama,"Hoover, Alabama","https://en.wikipedia.org/wiki/Hoover,_Alabama",1177622412
Alabama,"Horn Hill, Alabama","https://en.wikipedia.org/wiki/Horn_Hill,_Alabama",1166181398
Alabama,"Hueytown, Alabama","https://en.wikipedia.org/wiki/Hueytown,_Alabama",1177622536
Alabama,"Huntsville, Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama",1179363035
Alabama,"Hurtsboro, Alabama","https://en.wikipedia.org/wiki/Hurtsboro,_Alabama",1096814754
Alabama,"Hytop, Alabama","https://en.wikipedia.org/wiki/Hytop,_Alabama",1166181602
Alabama,"Ider, Alabama","https://en.wikipedia.org/wiki/Ider,_Alabama",1166181612
Alabama,"Indian Springs Village, Alabama","https://en.wikipedia.org/wiki/Indian_Springs_Village,_Alabama",1166181665
Alabama,"Irondale, Alabama","https://en.wikipedia.org/wiki/Irondale,_Alabama",1169440818
Alabama,"Jackson, Alabama","https://en.wikipedia.org/wiki/Jackson,_Alabama",1165750992
Alabama,"Jackson's Gap, Alabama","https://en.wikipedia.org/wiki/Jackson's_Gap,_Alabama",1166181798
Alabama,"Jacksonville, Alabama","https://en.wikipedia.org/wiki/Jacksonville,_Alabama",1175988040
Alabama,"Jasper, Alabama","https://en.wikipedia.org/wiki/Jasper,_Alabama",1174380579
Alabama,"Jemison, Alabama","https://en.wikipedia.org/wiki/Jemison,_Alabama",1165751151
Alabama,"Kansas, Alabama","https://en.wikipedia.org/wiki/Kansas,_Alabama",1166182143
Alabama,"Kellyton, Alabama","https://en.wikipedia.org/wiki/Kellyton,_Alabama",1166182186
Alabama,"Kennedy, Alabama","https://en.wikipedia.org/wiki/Kennedy,_Alabama",1166182247
Alabama,"Killen, Alabama","https://en.wikipedia.org/wiki/Killen,_Alabama",1166182386
Alabama,"Kimberly, Alabama","https://en.wikipedia.org/wiki/Kimberly,_Alabama",1177622633
Alabama,"Kinsey, Alabama","https://en.wikipedia.org/wiki/Kinsey,_Alabama",1166182487
Alabama,"Kinston, Alabama","https://en.wikipedia.org/wiki/Kinston,_Alabama",1166182489
Alabama,"LaFayette, Alabama","https://en.wikipedia.org/wiki/LaFayette,_Alabama",1165752571
Alabama,"Lake View, Alabama","https://en.wikipedia.org/wiki/Lake_View,_Alabama",1170831381
Alabama,"Lakeview, Alabama","https://en.wikipedia.org/wiki/Lakeview,_Alabama",1166205391
Alabama,"Lanett, Alabama","https://en.wikipedia.org/wiki/Lanett,_Alabama",1165889187
Alabama,"Langston, Alabama","https://en.wikipedia.org/wiki/Langston,_Alabama",1171521067
Alabama,"Leeds, Alabama","https://en.wikipedia.org/wiki/Leeds,_Alabama",1179531175
Alabama,"Leesburg, Alabama","https://en.wikipedia.org/wiki/Leesburg,_Alabama",1166205728
Alabama,"Leighton, Alabama","https://en.wikipedia.org/wiki/Leighton,_Alabama",1148926606
Alabama,"Lester, Alabama","https://en.wikipedia.org/wiki/Lester,_Alabama",1166205815
Alabama,"Level Plains, Alabama","https://en.wikipedia.org/wiki/Level_Plains,_Alabama",1165890044
Alabama,"Lexington, Alabama","https://en.wikipedia.org/wiki/Lexington,_Alabama",1166205880
Alabama,"Libertyville, Alabama","https://en.wikipedia.org/wiki/Libertyville,_Alabama",1166205930
Alabama,"Lincoln, Alabama","https://en.wikipedia.org/wiki/Lincoln,_Alabama",1165890317
Alabama,"Linden, Alabama","https://en.wikipedia.org/wiki/Linden,_Alabama",1170891816
Alabama,"Lineville, Alabama","https://en.wikipedia.org/wiki/Lineville,_Alabama",1165890459
Alabama,"Lipscomb, Alabama","https://en.wikipedia.org/wiki/Lipscomb,_Alabama",1177622747
Alabama,"Lisman, Alabama","https://en.wikipedia.org/wiki/Lisman,_Alabama",1166206088
Alabama,"Littleville, Alabama","https://en.wikipedia.org/wiki/Littleville,_Alabama",1166206172
Alabama,"Livingston, Alabama","https://en.wikipedia.org/wiki/Livingston,_Alabama",1165891122
Alabama,"Loachapoka, Alabama","https://en.wikipedia.org/wiki/Loachapoka,_Alabama",1166206211
Alabama,"Lockhart, Alabama","https://en.wikipedia.org/wiki/Lockhart,_Alabama",1166206220
Alabama,"Locust Fork, Alabama","https://en.wikipedia.org/wiki/Locust_Fork,_Alabama",1173287337
Alabama,"Louisville, Alabama","https://en.wikipedia.org/wiki/Louisville,_Alabama",1166206343
Alabama,"Lowndesboro, Alabama","https://en.wikipedia.org/wiki/Lowndesboro,_Alabama",1166206408
Alabama,"Loxley, Alabama","https://en.wikipedia.org/wiki/Loxley,_Alabama",1170361974
Alabama,"Luverne, Alabama","https://en.wikipedia.org/wiki/Luverne,_Alabama",1173068585
Alabama,"Lynn, Alabama","https://en.wikipedia.org/wiki/Lynn,_Alabama",1166206561
Alabama,"Madison, Alabama","https://en.wikipedia.org/wiki/Madison,_Alabama",1177703025
Alabama,"Madrid, Alabama","https://en.wikipedia.org/wiki/Madrid,_Alabama",1166206649
Alabama,"Magnolia Springs, Alabama","https://en.wikipedia.org/wiki/Magnolia_Springs,_Alabama",1166206656
Alabama,"Malvern, Alabama","https://en.wikipedia.org/wiki/Malvern,_Alabama",1166206718
Alabama,"Maplesville, Alabama","https://en.wikipedia.org/wiki/Maplesville,_Alabama",1166206829
Alabama,"Margaret, Alabama","https://en.wikipedia.org/wiki/Margaret,_Alabama",1165892174
Alabama,"Marion, Alabama","https://en.wikipedia.org/wiki/Marion,_Alabama",1165892206
Alabama,"Maytown, Alabama","https://en.wikipedia.org/wiki/Maytown,_Alabama",1166207284
Alabama,"McIntosh, Alabama","https://en.wikipedia.org/wiki/McIntosh,_Alabama",1176350576
Alabama,"McKenzie, Alabama","https://en.wikipedia.org/wiki/McKenzie,_Alabama",1166207344
Alabama,"McMullen, Alabama","https://en.wikipedia.org/wiki/McMullen,_Alabama",1166207363
Alabama,"Memphis, Alabama","https://en.wikipedia.org/wiki/Memphis,_Alabama",1166207484
Alabama,"Mentone, Alabama","https://en.wikipedia.org/wiki/Mentone,_Alabama",1166207510
Alabama,"Midfield, Alabama","https://en.wikipedia.org/wiki/Midfield,_Alabama",1165893352
Alabama,"Midland City, Alabama","https://en.wikipedia.org/wiki/Midland_City,_Alabama",1166207749
Alabama,"Midway, Alabama","https://en.wikipedia.org/wiki/Midway,_Alabama",1158753496
Alabama,"Millbrook, Alabama","https://en.wikipedia.org/wiki/Millbrook,_Alabama",1178021676
Alabama,"Millport, Alabama","https://en.wikipedia.org/wiki/Millport,_Alabama",1166207935
Alabama,"Millry, Alabama","https://en.wikipedia.org/wiki/Millry,_Alabama",1166207936
Alabama,"Mobile, Alabama","https://en.wikipedia.org/wiki/Mobile,_Alabama",1178152366
Alabama,"Monroeville, Alabama","https://en.wikipedia.org/wiki/Monroeville,_Alabama",1172371452
Alabama,"Montevallo, Alabama","https://en.wikipedia.org/wiki/Montevallo,_Alabama",1177552745
Alabama,"Montgomery, Alabama","https://en.wikipedia.org/wiki/Montgomery,_Alabama",1174537991
