state,page_title,url,article_revid,ores_score
Alabama,"Castleberry, Alabama","https://en.wikipedia.org/wiki/Castleberry,_Alabama",1166017442,Start
Alabama,"Cedar Bluff, Alabama","https://en.wikipedia.org/wiki/Cedar_Bluff,_Alabama",1177836881,C
Alabama,"Center Point, Alabama","https://en.wikipedia.org/wiki/Center_Point,_Alabama",1174837569,C
Alabama,"Centre, Alabama","https://en.wikipedia.org/wiki/Centre,_Alabama",1164314017,C
Alabama,"Centreville, Alabama","https://en.wikipedia.org/wiki/Centreville,_Alabama",1172134285,C
Alabama,"Chatom, Alabama","https://en.wikipedia.org/wiki/Chatom,_Alabama",1159488446,C
Alabama,"Chelsea, Alabama","https://en.wikipedia.org/wiki/Chelsea,_Alabama",1165539092,C
Alabama,"Cherokee, Alabama","https://en.wikipedia.org/wiki/Cherokee,_Alabama",1166017755,C
Alabama,"Chickasaw, Alabama","https://en.wikipedia.org/wiki/Chickasaw,_Alabama",1165539195,C
Alabama,"Childersburg, Alabama","https://en.wikipedia.org/wiki/Childersburg,_Alabama",1165539227,GA
Alabama,"Citronelle, Alabama","https://en.wikipedia.org/wiki/Citronelle,_Alabama",1165539457,C
Alabama,"Clanton, Alabama","https://en.wikipedia.org/wiki/Clanton,_Alabama",1158612343,GA
Alabama,"Clay, Alabama","https://en.wikipedia.org/wiki/Clay,_Alabama",1177621993,C
Alabama,"Clayhatchee, Alabama","https://en.wikipedia.org/wiki/Clayhatchee,_Alabama",1166018079,Start
Alabama,"Clayton, Alabama","https://en.wikipedia.org/wiki/Clayton,_Alabama",1155236230,C
Alabama,"Cleveland, Alabama","https://en.wikipedia.org/wiki/Cleveland,_Alabama",1168466910,C
Alabama,"Clio, Alabama","https://en.wikipedia.org/wiki/Clio,_Alabama",1165644511,Start
Alabama,"Coaling, Alabama","https://en.wikipedia.org/wiki/Coaling,_Alabama",1166018304,C
Alabama,"Coffee Springs, Alabama","https://en.wikipedia.org/wiki/Coffee_Springs,_Alabama",1166018326,Start
Alabama,"Coffeeville, Alabama","https://en.wikipedia.org/wiki/Coffeeville,_Alabama",1166029689,C
Alabama,"Coker, Alabama","https://en.wikipedia.org/wiki/Coker,_Alabama",1166018360,Start
Alabama,"Collinsville, Alabama","https://en.wikipedia.org/wiki/Collinsville,_Alabama",1177947751,C
Alabama,"Colony, Alabama","https://en.wikipedia.org/wiki/Colony,_Alabama",1166018463,GA
Alabama,"Columbia, Alabama","https://en.wikipedia.org/wiki/Columbia,_Alabama",1166018475,C
Alabama,"Columbiana, Alabama","https://en.wikipedia.org/wiki/Columbiana,_Alabama",1151357569,C
Alabama,"Coosada, Alabama","https://en.wikipedia.org/wiki/Coosada,_Alabama",1172561590,C
Alabama,"Cordova, Alabama","https://en.wikipedia.org/wiki/Cordova,_Alabama",1165645181,GA
Alabama,"Cottonwood, Alabama","https://en.wikipedia.org/wiki/Cottonwood,_Alabama",1096812941,C
Alabama,"County Line, Alabama","https://en.wikipedia.org/wiki/County_Line,_Alabama",1166018950,Start
Alabama,"Courtland, Alabama","https://en.wikipedia.org/wiki/Courtland,_Alabama",1157580326,GA
Alabama,"Cowarts, Alabama","https://en.wikipedia.org/wiki/Cowarts,_Alabama",1166019003,C
Alabama,"Creola, Alabama","https://en.wikipedia.org/wiki/Creola,_Alabama",1139764613,GA
Alabama,"Crossville, Alabama","https://en.wikipedia.org/wiki/Crossville,_Alabama",1166066155,C
Alabama,"Cuba, Alabama","https://en.wikipedia.org/wiki/Cuba,_Alabama",1175879685,C
Alabama,"Cullman, Alabama","https://en.wikipedia.org/wiki/Cullman,_Alabama",1179901410,B
Alabama,"Cusseta, Alabama","https://en.wikipedia.org/wiki/Cusseta,_Alabama",1172824345,Start
Alabama,"Dadeville, Alabama","https://en.wikipedia.org/wiki/Dadeville,_Alabama",1158607851,C
Alabama,"Daleville, Alabama","https://en.wikipedia.org/wiki/Daleville,_Alabama",1154496305,GA
Alabama,"Daphne, Alabama","https://en.wikipedia.org/wiki/Daphne,_Alabama",1165646156,FA
Alabama,"Dauphin Island, Alabama","https://en.wikipedia.org/wiki/Dauphin_Island,_Alabama",1174226588,B
Alabama,"Daviston, Alabama","https://en.wikipedia.org/wiki/Daviston,_Alabama",1166066473,C
Alabama,"Dayton, Alabama","https://en.wikipedia.org/wiki/Dayton,_Alabama",1166066487,C
Alabama,"Deatsville, Alabama","https://en.wikipedia.org/wiki/Deatsville,_Alabama",1166066515,C
Alabama,"Decatur, Alabama","https://en.wikipedia.org/wiki/Decatur,_Alabama",1178063438,C
Alabama,"Demopolis, Alabama","https://en.wikipedia.org/wiki/Demopolis,_Alabama",1161394946,B
Alabama,"Detroit, Alabama","https://en.wikipedia.org/wiki/Detroit,_Alabama",1166066756,Start
Alabama,"Dodge City, Alabama","https://en.wikipedia.org/wiki/Dodge_City,_Alabama",1166066982,Start
Alabama,"Dora, Alabama","https://en.wikipedia.org/wiki/Dora,_Alabama",1165647022,C
Alabama,"Dothan, Alabama","https://en.wikipedia.org/wiki/Dothan,_Alabama",1179231968,B
Alabama,"Double Springs, Alabama","https://en.wikipedia.org/wiki/Double_Springs,_Alabama",1159024876,C
Alabama,"Douglas, Alabama","https://en.wikipedia.org/wiki/Douglas,_Alabama",1166067023,GA
Alabama,"Dozier, Alabama","https://en.wikipedia.org/wiki/Dozier,_Alabama",1096813187,Start
Alabama,"Dutton, Alabama","https://en.wikipedia.org/wiki/Dutton,_Alabama",1166067175,C
Alabama,"East Brewton, Alabama","https://en.wikipedia.org/wiki/East_Brewton,_Alabama",1165647609,C
Alabama,"Eclectic, Alabama","https://en.wikipedia.org/wiki/Eclectic,_Alabama",1145048302,C
Alabama,"Edwardsville, Alabama","https://en.wikipedia.org/wiki/Edwardsville,_Alabama",1166067508,C
Alabama,"Elba, Alabama","https://en.wikipedia.org/wiki/Elba,_Alabama",1163400900,C
Alabama,"Elberta, Alabama","https://en.wikipedia.org/wiki/Elberta,_Alabama",1175895043,C
Alabama,"Eldridge, Alabama","https://en.wikipedia.org/wiki/Eldridge,_Alabama",1178177223,Start
Alabama,"Elkmont, Alabama","https://en.wikipedia.org/wiki/Elkmont,_Alabama",1176555126,C
Alabama,"Elmore, Alabama","https://en.wikipedia.org/wiki/Elmore,_Alabama",1166067658,C
Alabama,"Emelle, Alabama","https://en.wikipedia.org/wiki/Emelle,_Alabama",1158753175,C
Alabama,"Enterprise, Alabama","https://en.wikipedia.org/wiki/Enterprise,_Alabama",1160273773,C
Alabama,"Epes, Alabama","https://en.wikipedia.org/wiki/Epes,_Alabama",1166067751,C
Alabama,"Ethelsville, Alabama","https://en.wikipedia.org/wiki/Ethelsville,_Alabama",1166067848,Start
Alabama,"Eufaula, Alabama","https://en.wikipedia.org/wiki/Eufaula,_Alabama",1160493671,GA
Alabama,"Eutaw, Alabama","https://en.wikipedia.org/wiki/Eutaw,_Alabama",1158611853,C
Alabama,"Eva, Alabama","https://en.wikipedia.org/wiki/Eva,_Alabama",1166067877,GA
Alabama,"Evergreen, Conecuh County, Alabama","https://en.wikipedia.org/wiki/Evergreen,_Conecuh_County,_Alabama",1158611789,C
Alabama,"Excel, Alabama","https://en.wikipedia.org/wiki/Excel,_Alabama",1166067942,C
Alabama,"Fairfield, Alabama","https://en.wikipedia.org/wiki/Fairfield,_Alabama",1177239572,C
Alabama,"Fairhope, Alabama","https://en.wikipedia.org/wiki/Fairhope,_Alabama",1173963070,C
Alabama,"Fairview, Alabama","https://en.wikipedia.org/wiki/Fairview,_Alabama",1166068021,C
Alabama,"Falkville, Alabama","https://en.wikipedia.org/wiki/Falkville,_Alabama",1166068054,GA
Alabama,"Faunsdale, Alabama","https://en.wikipedia.org/wiki/Faunsdale,_Alabama",1167428050,GA
Alabama,"Fayette, Alabama","https://en.wikipedia.org/wiki/Fayette,_Alabama",1142947111,C
Alabama,"Five Points, Alabama","https://en.wikipedia.org/wiki/Five_Points,_Alabama",1166068289,C
Alabama,"Flomaton, Alabama","https://en.wikipedia.org/wiki/Flomaton,_Alabama",1166244039,C
Alabama,"Florala, Alabama","https://en.wikipedia.org/wiki/Florala,_Alabama",1166068321,C
Alabama,"Florence, Alabama","https://en.wikipedia.org/wiki/Florence,_Alabama",1178304592,C
Alabama,"Foley, Alabama","https://en.wikipedia.org/wiki/Foley,_Alabama",1166414056,C
Alabama,"Forkland, Alabama","https://en.wikipedia.org/wiki/Forkland,_Alabama",1166068466,C
Alabama,"Fort Deposit, Alabama","https://en.wikipedia.org/wiki/Fort_Deposit,_Alabama",1177020476,C
Alabama,"Fort Payne, Alabama","https://en.wikipedia.org/wiki/Fort_Payne,_Alabama",1172551841,GA
Alabama,"Franklin, Alabama","https://en.wikipedia.org/wiki/Franklin,_Alabama",1166068620,GA
Alabama,"Frisco City, Alabama","https://en.wikipedia.org/wiki/Frisco_City,_Alabama",1166068863,C
Alabama,"Fruithurst, Alabama","https://en.wikipedia.org/wiki/Fruithurst,_Alabama",1166068877,Start
Alabama,"Fulton, Alabama","https://en.wikipedia.org/wiki/Fulton,_Alabama",1166068885,Start
Alabama,"Fultondale, Alabama","https://en.wikipedia.org/wiki/Fultondale,_Alabama",1165840932,C
Alabama,"Fyffe, Alabama","https://en.wikipedia.org/wiki/Fyffe,_Alabama",1160192215,C
Alabama,"Gadsden, Alabama","https://en.wikipedia.org/wiki/Gadsden,_Alabama",1177146243,C
Alabama,"Gainesville, Alabama","https://en.wikipedia.org/wiki/Gainesville,_Alabama",1166068936,C
Alabama,"Gantt, Alabama","https://en.wikipedia.org/wiki/Gantt,_Alabama",1166068957,Start
Alabama,"Garden City, Alabama","https://en.wikipedia.org/wiki/Garden_City,_Alabama",1166068968,C
Alabama,"Gardendale, Alabama","https://en.wikipedia.org/wiki/Gardendale,_Alabama",1175530987,C
Alabama,"Gaylesville, Alabama","https://en.wikipedia.org/wiki/Gaylesville,_Alabama",1166069113,C
Alabama,"Geiger, Alabama","https://en.wikipedia.org/wiki/Geiger,_Alabama",1166069121,Start
Alabama,"Geneva, Alabama","https://en.wikipedia.org/wiki/Geneva,_Alabama",1179698088,C
Alabama,"Georgiana, Alabama","https://en.wikipedia.org/wiki/Georgiana,_Alabama",1178540000,Start
Alabama,"Geraldine, Alabama","https://en.wikipedia.org/wiki/Geraldine,_Alabama",1166069211,C
Alabama,"Gilbertown, Alabama","https://en.wikipedia.org/wiki/Gilbertown,_Alabama",1166069407,C
Alabama,"Glen Allen, Alabama","https://en.wikipedia.org/wiki/Glen_Allen,_Alabama",1166069457,C
Alabama,"Glencoe, Alabama","https://en.wikipedia.org/wiki/Glencoe,_Alabama",1165748058,C
Alabama,"Glenwood, Alabama","https://en.wikipedia.org/wiki/Glenwood,_Alabama",1096814086,Start
Alabama,"Goldville, Alabama","https://en.wikipedia.org/wiki/Goldville,_Alabama",1177535939,Start
Alabama,"Good Hope, Alabama","https://en.wikipedia.org/wiki/Good_Hope,_Alabama",1165748200,C
Alabama,"Goodwater, Alabama","https://en.wikipedia.org/wiki/Goodwater,_Alabama",1166069571,C
Alabama,"Gordo, Alabama","https://en.wikipedia.org/wiki/Gordo,_Alabama",1176908359,C
Alabama,"Gordon, Alabama","https://en.wikipedia.org/wiki/Gordon,_Alabama",1166069580,C
Alabama,"Gordonville, Alabama","https://en.wikipedia.org/wiki/Gordonville,_Alabama",1166069594,C
Alabama,"Goshen, Alabama","https://en.wikipedia.org/wiki/Goshen,_Alabama",1166069601,C
Alabama,"Grant, Alabama","https://en.wikipedia.org/wiki/Grant,_Alabama",1166069728,GA
Alabama,"Graysville, Alabama","https://en.wikipedia.org/wiki/Graysville,_Alabama",1177622200,C
Alabama,"Greensboro, Alabama","https://en.wikipedia.org/wiki/Greensboro,_Alabama",1172134373,C
Alabama,"Greenville, Alabama","https://en.wikipedia.org/wiki/Greenville,_Alabama",1171417115,C
Alabama,"Grimes, Alabama","https://en.wikipedia.org/wiki/Grimes,_Alabama",1166180119,Start
Alabama,"Grove Hill, Alabama","https://en.wikipedia.org/wiki/Grove_Hill,_Alabama",1144754911,C
Alabama,"Guin, Alabama","https://en.wikipedia.org/wiki/Guin,_Alabama",1173001379,C
Alabama,"Gulf Shores, Alabama","https://en.wikipedia.org/wiki/Gulf_Shores,_Alabama",1174473447,C
Alabama,"Guntersville, Alabama","https://en.wikipedia.org/wiki/Guntersville,_Alabama",1169878221,C
Alabama,"Gurley, Alabama","https://en.wikipedia.org/wiki/Gurley,_Alabama",1173078483,C
Alabama,"Gu-Win, Alabama","https://en.wikipedia.org/wiki/Gu-Win,_Alabama",1175521277,C
Alabama,"Hackleburg, Alabama","https://en.wikipedia.org/wiki/Hackleburg,_Alabama",1167581471,GA
Alabama,"Haleburg, Alabama","https://en.wikipedia.org/wiki/Haleburg,_Alabama",1166180281,C
Alabama,"Haleyville, Alabama","https://en.wikipedia.org/wiki/Haleyville,_Alabama",1168590141,GA
Alabama,"Hamilton, Alabama","https://en.wikipedia.org/wiki/Hamilton,_Alabama",1170634832,C
Alabama,"Hammondville, Alabama","https://en.wikipedia.org/wiki/Hammondville,_Alabama",1166180369,C
Alabama,"Hanceville, Alabama","https://en.wikipedia.org/wiki/Hanceville,_Alabama",1169612470,C
Alabama,"Harpersville, Alabama","https://en.wikipedia.org/wiki/Harpersville,_Alabama",1177953234,C
Alabama,"Hartford, Alabama","https://en.wikipedia.org/wiki/Hartford,_Alabama",1165749307,C
Alabama,"Hartselle, Alabama","https://en.wikipedia.org/wiki/Hartselle,_Alabama",1165749341,C
Alabama,"Hayden, Alabama","https://en.wikipedia.org/wiki/Hayden,_Alabama",1166180747,C
Alabama,"Hayneville, Alabama","https://en.wikipedia.org/wiki/Hayneville,_Alabama",1166180764,C
Alabama,"Headland, Alabama","https://en.wikipedia.org/wiki/Headland,_Alabama",1168369252,C
Alabama,"Heath, Alabama","https://en.wikipedia.org/wiki/Heath,_Alabama",1166180800,Start
Alabama,"Heflin, Alabama","https://en.wikipedia.org/wiki/Heflin,_Alabama",1176321971,C
Alabama,"Helena, Alabama","https://en.wikipedia.org/wiki/Helena,_Alabama",1177702091,C
Alabama,"Henagar, Alabama","https://en.wikipedia.org/wiki/Henagar,_Alabama",1165749718,C
Alabama,"Highland Lake, Alabama","https://en.wikipedia.org/wiki/Highland_Lake,_Alabama",1166180993,Start
Alabama,"Hillsboro, Alabama","https://en.wikipedia.org/wiki/Hillsboro,_Alabama",1166181055,C
Alabama,"Hobson City, Alabama","https://en.wikipedia.org/wiki/Hobson_City,_Alabama",1166181157,C
Alabama,"Hodges, Alabama","https://en.wikipedia.org/wiki/Hodges,_Alabama",1166181162,C
Alabama,"Hokes Bluff, Alabama","https://en.wikipedia.org/wiki/Hokes_Bluff,_Alabama",1165750177,C
Alabama,"Holly Pond, Alabama","https://en.wikipedia.org/wiki/Holly_Pond,_Alabama",1166181271,C
Alabama,"Hollywood, Alabama","https://en.wikipedia.org/wiki/Hollywood,_Alabama",1166181286,C
Alabama,"Homewood, Alabama","https://en.wikipedia.org/wiki/Homewood,_Alabama",1177622299,GA
Alabama,"Hoover, Alabama","https://en.wikipedia.org/wiki/Hoover,_Alabama",1177622412,C
Alabama,"Horn Hill, Alabama","https://en.wikipedia.org/wiki/Horn_Hill,_Alabama",1166181398,Start
Alabama,"Hueytown, Alabama","https://en.wikipedia.org/wiki/Hueytown,_Alabama",1177622536,C
Alabama,"Huntsville, Alabama","https://en.wikipedia.org/wiki/Huntsville,_Alabama",1179363035,FA
Alabama,"Hurtsboro, Alabama","https://en.wikipedia.org/wiki/Hurtsboro,_Alabama",1096814754,C
Alabama,"Hytop, Alabama","https://en.wikipedia.org/wiki/Hytop,_Alabama",1166181602,Start
Alabama,"Ider, Alabama","https://en.wikipedia.org/wiki/Ider,_Alabama",1166181612,C
Alabama,"Indian Springs Village, Alabama","https://en.wikipedia.org/wiki/Indian_Springs_Village,_Alabama",1166181665,C
Alabama,"Irondale, Alabama","https://en.wikipedia.org/wiki/Irondale,_Alabama",1169440818,C
Alabama,"Jackson, Alabama","https://en.wikipedia.org/wiki/Jackson,_Alabama",1165750992,C
Alabama,"Jackson's Gap, Alabama","https://en.wikipedia.org/wiki/Jackson's_Gap,_Alabama",1166181798,Start
Alabama,"Jacksonville, Alabama","https://en.wikipedia.org/wiki/Jacksonville,_Alabama",1175988040,C
Alabama,"Jasper, Alabama","https://en.wikipedia.org/wiki/Jasper,_Alabama",1174380579,C
Alabama,"Jemison, Alabama","https://en.wikipedia.org/wiki/Jemison,_Alabama",1165751151,C
Alabama,"Kansas, Alabama","https://en.wikipedia.org/wiki/Kansas,_Alabama",1166182143,Start
Alabama,"Kellyton, Alabama","https://en.wikipedia.org/wiki/Kellyton,_Alabama",1166182186,Stub
Alabama,"Kennedy, Alabama","https://en.wikipedia.org/wiki/Kennedy,_Alabama",1166182247,Start
Alabama,"Killen, Alabama","https://en.wikipedia.org/wiki/Killen,_Alabama",1166182386,C
Alabama,"Kimberly, Alabama","https://en.wikipedia.org/wiki/Kimberly,_Alabama",1177622633,C
Alabama,"Kinsey, Alabama","https://en.wikipedia.org/wiki/Kinsey,_Alabama",1166182487,C
Alabama,"Kinston, Alabama","https://en.wikipedia.org/wiki/Kinston,_Alabama",1166182489,C
Alabama,"LaFayette, Alabama","https://en.wikipedia.org/wiki/LaFayette,_Alabama",1165752571,C
Alabama,"Lake View, Alabama","https://en.wikipedia.org/wiki/Lake_View,_Alabama",1170831381,C
Alabama,"Lakeview, Alabama","https://en.wikipedia.org/wiki/Lakeview,_Alabama",1166205391,Start
Alabama,"Lanett, Alabama","https://en.wikipedia.org/wiki/Lanett,_Alabama",1165889187,C
Alabama,"Langston, Alabama","https://en.wikipedia.org/wiki/Langston,_Alabama",1171521067,C
Alabama,"Leeds, Alabama","https://en.wikipedia.org/wiki/Leeds,_Alabama",1179531175,C
Alabama,"Leesburg, Alabama","https://en.wikipedia.org/wiki/Leesburg,_Alabama",1166205728,C
Alabama,"Leighton, Alabama","https://en.wikipedia.org/wiki/Leighton,_Alabama",1148926606,C
Alabama,"Lester, Alabama","https://en.wikipedia.org/wiki/Lester,_Alabama",1166205815,Start
Alabama,"Level Plains, Alabama","https://en.wikipedia.org/wiki/Level_Plains,_Alabama",1165890044,Start
Alabama,"Lexington, Alabama","https://en.wikipedia.org/wiki/Lexington,_Alabama",1166205880,Start
Alabama,"Libertyville, Alabama","https://en.wikipedia.org/wiki/Libertyville,_Alabama",1166205930,Start
Alabama,"Lincoln, Alabama","https://en.wikipedia.org/wiki/Lincoln,_Alabama",1165890317,C
Alabama,"Linden, Alabama","https://en.wikipedia.org/wiki/Linden,_Alabama",1170891816,GA
Alabama,"Lineville, Alabama","https://en.wikipedia.org/wiki/Lineville,_Alabama",1165890459,GA
Alabama,"Lipscomb, Alabama","https://en.wikipedia.org/wiki/Lipscomb,_Alabama",1177622747,C
Alabama,"Lisman, Alabama","https://en.wikipedia.org/wiki/Lisman,_Alabama",1166206088,C
Alabama,"Littleville, Alabama","https://en.wikipedia.org/wiki/Littleville,_Alabama",1166206172,Start
Alabama,"Livingston, Alabama","https://en.wikipedia.org/wiki/Livingston,_Alabama",1165891122,C
Alabama,"Loachapoka, Alabama","https://en.wikipedia.org/wiki/Loachapoka,_Alabama",1166206211,C
Alabama,"Lockhart, Alabama","https://en.wikipedia.org/wiki/Lockhart,_Alabama",1166206220,C
Alabama,"Locust Fork, Alabama","https://en.wikipedia.org/wiki/Locust_Fork,_Alabama",1173287337,C
Alabama,"Louisville, Alabama","https://en.wikipedia.org/wiki/Louisville,_Alabama",1166206343,Start
Alabama,"Lowndesboro, Alabama","https://en.wikipedia.org/wiki/Lowndesboro,_Alabama",1166206408,C
Alabama,"Loxley, Alabama","https://en.wikipedia.org/wiki/Loxley,_Alabama",1170361974,C
Alabama,"Luverne, Alabama","https://en.wikipedia.org/wiki/Luverne,_Alabama",1173068585,C
Alabama,"Lynn, Alabama","https://en.wikipedia.org/wiki/Lynn,_Alabama",1166206561,Start
Alabama,"Madison, Alabama","https://en.wikipedia.org/wiki/Madison,_Alabama",1177703025,C
Alabama,"Madrid, Alabama","https://en.wikipedia.org/wiki/Madrid,_Alabama",1166206649,C
Alabama,"Magnolia Springs, Alabama","https://en.wikipedia.org/wiki/Magnolia_Springs,_Alabama",1166206656,GA
Alabama,"Malvern, Alabama","https://en.wikipedia.org/wiki/Malvern,_Alabama",1166206718,C
Alabama,"Maplesville, Alabama","https://en.wikipedia.org/wiki/Maplesville,_Alabama",1166206829,C
Alabama,"Margaret, Alabama","https://en.wikipedia.org/wiki/Margaret,_Alabama",1165892174,C
Alabama,"Marion, Alabama","https://en.wikipedia.org/wiki/Marion,_Alabama",1165892206,GA
Alabama,"Maytown, Alabama","https://en.wikipedia.org/wiki/Maytown,_Alabama",1166207284,Start
Alabama,"McIntosh, Alabama","https://en.wikipedia.org/wiki/McIntosh,_Alabama",1176350576,C
Alabama,"McKenzie, Alabama","https://en.wikipedia.org/wiki/McKenzie,_Alabama",1166207344,Start
